2500
(0, 0, 0)
(1, 0, 4)
(2, 0, 19)
(3, 0, 25)
(4, 0, 35)
(5, 0, 42)
(6, 0, 45)
(7, 0, 52)
(8, 0, 80)
(9, 0, 89)
(10, 0, 107)
(11, 0, 117)
(12, 0, 131)
(13, 0, 158)
(14, 0, 179)
(15, 0, 180)
(16, 0, 203)
(17, 0, 210)
(18, 0, 218)
(19, 0, 228)
(20, 0, 253)
(21, 0, 277)
(22, 0, 299)
(23, 0, 322)
(24, 0, 328)
(25, 0, 348)
(26, 0, 362)
(27, 0, 391)
(28, 0, 417)
(29, 0, 422)
(30, 0, 431)
(31, 0, 459)
(32, 0, 467)
(33, 0, 491)
(34, 0, 495)
(35, 0, 505)
(36, 0, 535)
(37, 0, 541)
(38, 0, 557)
(39, 0, 577)
(40, 0, 583)
(41, 0, 608)
(42, 0, 629)
(43, 0, 648)
(44, 0, 669)
(45, 0, 681)
(46, 0, 693)
(47, 0, 706)
(48, 0, 716)
(49, 0, 735)
(50, 26, 0)
(51, 26, 12)
(52, 26, 25)
(53, 26, 43)
(54, 26, 52)
(55, 26, 77)
(56, 26, 100)
(57, 26, 107)
(58, 26, 127)
(59, 26, 146)
(60, 26, 162)
(61, 26, 179)
(62, 26, 206)
(63, 26, 215)
(64, 26, 227)
(65, 26, 233)
(66, 26, 263)
(67, 26, 273)
(68, 26, 286)
(69, 26, 305)
(70, 26, 320)
(71, 26, 328)
(72, 26, 338)
(73, 26, 364)
(74, 26, 392)
(75, 26, 405)
(76, 26, 412)
(77, 26, 415)
(78, 26, 437)
(79, 26, 454)
(80, 26, 478)
(81, 26, 495)
(82, 26, 523)
(83, 26, 552)
(84, 26, 578)
(85, 26, 584)
(86, 26, 607)
(87, 26, 626)
(88, 26, 631)
(89, 26, 635)
(90, 26, 642)
(91, 26, 662)
(92, 26, 674)
(93, 26, 699)
(94, 26, 719)
(95, 26, 743)
(96, 26, 765)
(97, 26, 784)
(98, 26, 809)
(99, 26, 836)
(100, 35, 0)
(101, 35, 4)
(102, 35, 5)
(103, 35, 9)
(104, 35, 32)
(105, 35, 45)
(106, 35, 47)
(107, 35, 72)
(108, 35, 98)
(109, 35, 116)
(110, 35, 127)
(111, 35, 131)
(112, 35, 138)
(113, 35, 147)
(114, 35, 176)
(115, 35, 181)
(116, 35, 204)
(117, 35, 213)
(118, 35, 222)
(119, 35, 248)
(120, 35, 256)
(121, 35, 276)
(122, 35, 283)
(123, 35, 307)
(124, 35, 316)
(125, 35, 338)
(126, 35, 346)
(127, 35, 365)
(128, 35, 381)
(129, 35, 385)
(130, 35, 395)
(131, 35, 412)
(132, 35, 419)
(133, 35, 429)
(134, 35, 441)
(135, 35, 470)
(136, 35, 484)
(137, 35, 498)
(138, 35, 514)
(139, 35, 523)
(140, 35, 524)
(141, 35, 550)
(142, 35, 554)
(143, 35, 584)
(144, 35, 588)
(145, 35, 613)
(146, 35, 617)
(147, 35, 643)
(148, 35, 668)
(149, 35, 680)
(150, 37, 0)
(151, 37, 1)
(152, 37, 12)
(153, 37, 30)
(154, 37, 31)
(155, 37, 34)
(156, 37, 59)
(157, 37, 70)
(158, 37, 80)
(159, 37, 108)
(160, 37, 129)
(161, 37, 147)
(162, 37, 173)
(163, 37, 203)
(164, 37, 225)
(165, 37, 241)
(166, 37, 255)
(167, 37, 260)
(168, 37, 261)
(169, 37, 275)
(170, 37, 302)
(171, 37, 328)
(172, 37, 338)
(173, 37, 364)
(174, 37, 385)
(175, 37, 389)
(176, 37, 418)
(177, 37, 426)
(178, 37, 454)
(179, 37, 456)
(180, 37, 476)
(181, 37, 498)
(182, 37, 522)
(183, 37, 545)
(184, 37, 554)
(185, 37, 570)
(186, 37, 595)
(187, 37, 620)
(188, 37, 647)
(189, 37, 673)
(190, 37, 687)
(191, 37, 704)
(192, 37, 710)
(193, 37, 711)
(194, 37, 719)
(195, 37, 746)
(196, 37, 762)
(197, 37, 775)
(198, 37, 798)
(199, 37, 807)
(200, 56, 0)
(201, 56, 26)
(202, 56, 54)
(203, 56, 61)
(204, 56, 78)
(205, 56, 79)
(206, 56, 106)
(207, 56, 122)
(208, 56, 142)
(209, 56, 163)
(210, 56, 191)
(211, 56, 202)
(212, 56, 216)
(213, 56, 236)
(214, 56, 247)
(215, 56, 277)
(216, 56, 283)
(217, 56, 288)
(218, 56, 306)
(219, 56, 329)
(220, 56, 339)
(221, 56, 343)
(222, 56, 371)
(223, 56, 381)
(224, 56, 392)
(225, 56, 416)
(226, 56, 434)
(227, 56, 458)
(228, 56, 474)
(229, 56, 500)
(230, 56, 512)
(231, 56, 539)
(232, 56, 560)
(233, 56, 561)
(234, 56, 586)
(235, 56, 615)
(236, 56, 616)
(237, 56, 637)
(238, 56, 644)
(239, 56, 656)
(240, 56, 667)
(241, 56, 671)
(242, 56, 686)
(243, 56, 703)
(244, 56, 726)
(245, 56, 751)
(246, 56, 759)
