900
(0, 0, 0)
(1, 0, 73)
(2, 0, 119)
(3, 0, 150)
(4, 0, 185)
(5, 0, 286)
(6, 0, 328)
(7, 0, 445)
(8, 0, 500)
(9, 0, 539)
(10, 0, 657)
(11, 0, 689)
(12, 0, 762)
(13, 0, 856)
(14, 0, 912)
(15, 0, 988)
(16, 0, 1063)
(17, 0, 1150)
(18, 0, 1221)
(19, 0, 1288)
(20, 0, 1407)
(21, 0, 1482)
(22, 0, 1581)
(23, 0, 1695)
(24, 0, 1733)
(25, 0, 1766)
(26, 0, 1792)
(27, 0, 1819)
(28, 0, 1919)
(29, 0, 2034)
(30, 68, 0)
(31, 68, 20)
(32, 68, 40)
(33, 68, 119)
(34, 68, 207)
(35, 68, 260)
(36, 68, 313)
(37, 68, 398)
(38, 68, 438)
(39, 68, 511)
(40, 68, 594)
(41, 68, 647)
(42, 68, 725)
(43, 68, 783)
(44, 68, 824)
(45, 68, 910)
(46, 68, 975)
(47, 68, 1084)
(48, 68, 1121)
(49, 68, 1233)
(50, 68, 1293)
(51, 68, 1385)
(52, 68, 1476)
(53, 68, 1582)
(54, 68, 1693)
(55, 68, 1749)
(56, 68, 1861)
(57, 68, 1931)
(58, 68, 1967)
(59, 68, 2026)
(60, 104, 0)
(61, 104, 112)
(62, 104, 209)
(63, 104, 305)
(64, 104, 385)
(65, 104, 416)
(66, 104, 445)
(67, 104, 490)
(68, 104, 541)
(69, 104, 575)
(70, 104, 635)
(71, 104, 719)
(72, 104, 811)
(73, 104, 861)
(74, 104, 919)
(75, 104, 977)
(76, 104, 1073)
(77, 104, 1172)
(78, 104, 1248)
(79, 104, 1336)
(80, 104, 1375)
(81, 104, 1475)
(82, 104, 1587)
(83, 104, 1612)
(84, 104, 1655)
(85, 104, 1703)
(86, 104, 1773)
(87, 104, 1867)
(88, 104, 1984)
(89, 104, 2045)
(90, 137, 0)
(91, 137, 53)
(92, 137, 101)
(93, 137, 162)
(94, 137, 275)
(95, 137, 334)
(96, 137, 405)
(97, 137, 495)
(98, 137, 538)
(99, 137, 575)
(100, 137, 658)
(101, 137, 765)
(102, 137, 875)
(103, 137, 988)
(104, 137, 1085)
(105, 137, 1185)
(106, 137, 1226)
(107, 137, 1302)
(108, 137, 1358)
(109, 137, 1420)
(110, 137, 1515)
(111, 137, 1604)
(112, 137, 1710)
(113, 137, 1811)
(114, 137, 1923)
(115, 137, 2009)
(116, 137, 2112)
(117, 137, 2150)
(118, 137, 2233)
(119, 137, 2277)
(120, 186, 0)
(121, 186, 78)
(122, 186, 196)
(123, 186, 286)
(124, 186, 309)
(125, 186, 418)
(126, 186, 511)
(127, 186, 557)
(128, 186, 589)
(129, 186, 700)
(130, 186, 809)
(131, 186, 881)
(132, 186, 934)
(133, 186, 988)
(134, 186, 1037)
(135, 186, 1070)
(136, 186, 1146)
(137, 186, 1252)
(138, 186, 1274)
(139, 186, 1392)
(140, 186, 1473)
(141, 186, 1564)
(142, 186, 1668)
(143, 186, 1782)
(144, 186, 1865)
(145, 186, 1935)
(146, 186, 2032)
(147, 186, 2086)
(148, 186, 2172)
(149, 186, 2194)
(150, 253, 0)
