256
(0, 0, 0)
(1, 0, 64)
(2, 0, 97)
(3, 0, 134)
(4, 0, 226)
(5, 0, 345)
(6, 0, 388)
(7, 0, 435)
(8, 0, 518)
(9, 0, 621)
(10, 0, 729)
(11, 0, 818)
(12, 0, 863)
(13, 0, 902)
(14, 0, 933)
(15, 0, 1041)
(16, 109, 0)
(17, 109, 24)
(18, 109, 45)
(19, 109, 138)
(20, 109, 225)
(21, 109, 259)
(22, 109, 360)
(23, 109, 394)
(24, 109, 452)
(25, 109, 517)
(26, 109, 585)
(27, 109, 657)
(28, 109, 728)
(29, 109, 788)
(30, 109, 876)
(31, 109, 944)
(32, 166, 0)
(33, 166, 40)
(34, 166, 64)
(35, 166, 145)
(36, 166, 213)
(37, 166, 252)
(38, 166, 316)
(39, 166, 424)
(40, 166, 532)
(41, 166, 621)
(42, 166, 700)
(43, 166, 772)
(44, 166, 801)
(45, 166, 842)
(46, 166, 903)
(47, 166, 989)
(48, 200, 0)
(49, 200, 53)
(50, 200, 110)
(51, 200, 177)
(52, 200, 244)
(53, 200, 339)
(54, 200, 451)
(55, 200, 518)
(56, 200, 565)
(57, 200, 681)
(58, 200, 740)
(59, 200, 807)
(60, 200, 871)
(61, 200, 936)
(62, 200, 1041)
(63, 200, 1077)
(64, 266, 0)
(65, 266, 36)
(66, 266, 77)
(67, 266, 139)
(68, 266, 216)
(69, 266, 297)
(70, 266, 381)
(71, 266, 417)
(72, 266, 450)
(73, 266, 495)
(74, 266, 553)
(75, 266, 579)
(76, 266, 690)
(77, 266, 722)
(78, 266, 815)
(79, 266, 911)
(80, 306, 0)
(81, 306, 96)
(82, 306, 193)
(83, 306, 278)
(84, 306, 321)
(85, 306, 397)
(86, 306, 478)
(87, 306, 561)
(88, 306, 637)
(89, 306, 714)
(90, 306, 742)
(91, 306, 855)
(92, 306, 948)
(93, 306, 977)
(94, 306, 1088)
(95, 306, 1150)
(96, 359, 0)
(97, 359, 119)
(98, 359, 183)
(99, 359, 300)
(100, 359, 335)
(101, 359, 364)
(102, 359, 407)
(103, 359, 432)
(104, 359, 468)
(105, 359, 554)
(106, 359, 592)
(107, 359, 653)
(108, 359, 716)
(109, 359, 755)
(110, 359, 836)
(111, 359, 875)
(112, 405, 0)
(113, 405, 114)
(114, 405, 191)
(115, 405, 250)
(116, 405, 327)
(117, 405, 360)
(118, 405, 476)
(119, 405, 513)
(120, 405, 591)
(121, 405, 633)
(122, 405, 732)
(123, 405, 801)
(124, 405, 885)
(125, 405, 966)
(126, 405, 1020)
(127, 405, 1103)
(128, 457, 0)
(129, 457, 98)
(130, 457, 137)
(131, 457, 164)
(132, 457, 220)
(133, 457, 327)
(134, 457, 372)
(135, 457, 446)
(136, 457, 494)
(137, 457, 534)
(138, 457, 627)
(139, 457, 736)
(140, 457, 795)
(141, 457, 889)
(142, 457, 977)
(143, 457, 1083)
(144, 484, 0)
(145, 484, 115)
(146, 484, 231)
(147, 484, 307)
(148, 484, 340)
(149, 484, 414)
(150, 484, 512)
(151, 484, 576)
(152, 484, 651)
(153, 484, 765)
(154, 484, 842)
(155, 484, 951)
(156, 484, 1028)
(157, 484, 1063)
(158, 484, 1104)
(159, 484, 1211)
(160, 584, 0)
(161, 584, 95)
(162, 584, 188)
(163, 584, 266)
(164, 584, 315)
(165, 584, 388)
(166, 584, 486)
(167, 584, 561)
(168, 584, 675)
(169, 584, 765)
(170, 584, 814)
(171, 584, 896)
(172, 584, 972)
(173, 584, 1004)
(174, 584, 1046)
(175, 584, 1117)
(176, 634, 0)
(177, 634, 36)
(178, 634, 70)
(179, 634, 150)
(180, 634, 230)
(181, 634, 319)
(182, 634, 393)
(183, 634, 431)
(184, 634, 509)
(185, 634, 592)
(186, 634, 697)
(187, 634, 749)
(188, 634, 771)
(189, 634, 814)
(190, 634, 898)
(191, 634, 996)
(192, 676, 0)
(193, 676, 27)
(194, 676, 96)
(195, 676, 117)
(196, 676, 151)
(197, 676, 214)
(198, 676, 305)
(199, 676, 368)
(200, 676, 446)
(201, 676, 545)
(202, 676, 572)
(203, 676, 624)
(204, 676, 674)
(205, 676, 709)
(206, 676, 791)
(207, 676, 910)
(208, 718, 0)
(209, 718, 79)
(210, 718, 197)
(211, 718, 293)
(212, 718, 342)
(213, 718, 371)
(214, 718, 482)
(215, 718, 568)
(216, 718, 629)
(217, 718, 742)
(218, 718, 851)
(219, 718, 876)
(220, 718, 919)
(221, 718, 1024)
(222, 718, 1124)
(223, 718, 1227)
(224, 819, 0)
(225, 819, 117)
(226, 819, 219)
(227, 819, 243)
(228, 819, 356)
(229, 819, 416)
(230, 819, 519)
(231, 819, 539)
(232, 819, 583)
(233, 819, 668)
(234, 819, 756)
(235, 819, 862)
(236, 819, 946)
(237, 819, 1063)
(238, 819, 1091)
(239, 819, 1187)
(240, 875, 0)
(241, 875, 77)
(242, 875, 154)
(243, 875, 201)
(244, 875, 245)
(245, 875, 315)
(246, 875, 407)
(247, 875, 440)
(248, 875, 467)
(249, 875, 583)
(250, 875, 654)
(251, 875, 761)
(252, 875, 860)
(253, 875, 969)
(254, 875, 1009)
(255, 875, 1057)
